2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
3324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535
2324,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535,2342,3432,3424,2342,2342,6544,4535


